id;name;price;capacity;price_per_gb;type;cache;form_factor;interface
1712;Seagate Game Drive;107.53;1000;0.108;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1713;Seagate FireCuda;89;500;0.178;;;2.5;SATA 6.0 Gb/s
1714;HP EX950;179.99;2000;0.09;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1715;ADATA Falcon;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1716;Transcend 220S;97.16;1000;0.097;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1717;Western Digital Black SN750 Rev2;409;2000;0.204;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1718;Seagate IronWolf Pro;;2000;;7200;128;3.5;SATA 6.0 Gb/s
1719;Seagate SV35.5;;2000;;7200;64;3.5;SATA 6.0 Gb/s
1720;Seagate Constellation ES.3;;2000;;7200;128;3.5;SATA 6.0 Gb/s
1721;Kingston DC500M;784.47;3840;0.204;SSD;;2.5;SATA 6.0 Gb/s
1722;GOODRAM PX700;;4096;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1723;Western Digital Caviar Green;;1000;;5400;64;3.5;SATA 3.0 Gb/s
1724;Western Digital Scorpio Blue;89;80;1.113;5400;8;2.5;SATA 1.5 Gb/s
1725;Hitachi 7K1000.C;118.18;500;0.236;7200;16;3.5;SATA 3.0 Gb/s
1726;Samsung 830;;128;;SSD;;2.5;SATA 6.0 Gb/s
1727;Hitachi Travelstar 5K1000;;1000;;5400;8;2.5;SATA 6.0 Gb/s
1728;Crucial M500;;120;;SSD;;2.5;SATA 6.0 Gb/s
1729;Hitachi Ultrastar 7K3000;157.79;3000;0.053;7200;64;3.5;SAS 6.0 Gb/s
1730;Seagate ST3000DM002;;3000;;7200;64;3.5;SATA 6.0 Gb/s
1731;SK Hynix SL308;;500;;SSD;;2.5;SATA 6.0 Gb/s
1732;Kingston SSDNow UV400;;480;;SSD;;2.5;SATA 6.0 Gb/s
1733;Western Digital Green;;240;;SSD;;M.2-2280;M.2 SATA
1734;Hitachi Ultrastar He10;;10000;;7200;256;3.5;SATA 6.0 Gb/s
1735;Seagate ST500VT000;;500;;5400;16;2.5;SATA 3.0 Gb/s
1736;Seagate Enterprise Capacity;110.35;4000;0.028;7200;128;3.5;SATA 6.0 Gb/s
1737;TEAMGROUP GX1;73.98;480;0.154;SSD;;2.5;SATA 6.0 Gb/s
1738;Integral UltimaPro X2;;480;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1739;Apacer AS340 PANTHER;29.44;120;0.245;SSD;;2.5;SATA 6.0 Gb/s
1740;Seagate FireCuda 510;388.42;2000;0.194;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1741;HP S700;42.41;250;0.17;SSD;;2.5;SATA 6.0 Gb/s
1742;Leven JPS850;;1000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1743;Western Digital PC SN740 Opal;;512;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1744;Corsair MP600 CORE MINI;79.98;1000;0.08;SSD;;M.2-2230;M.2 PCIe 4.0 X4
1745;Intel DC P4510;172.49;2000;0.086;SSD;;2.5;U.2
1746;Patriot P400 Lite;233.99;4000;0.058;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1747;Seagate IronWolf 525;467.03;2000;0.234;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1748;Transcend 250H;433.99;4000;0.108;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1749;Western Digital WD_BLACK SN770M;77.98;500;0.156;SSD;;M.2-2230;M.2 PCIe 4.0 X4
1750;Western Digital RE;102.95;3000;0.034;7200;64;3.5;SATA 6.0 Gb/s
1751;Inland Premium;280;4000;0.07;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1752;FanXiang S770;289.99;4000;0.072;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1753;TEAMGROUP T-Force Cardea Zero Z340;261.99;1000;0.262;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1754;Seagate BarraCuda;231.58;3000;0.077;5400;128;2.5;SATA 6.0 Gb/s
1755;Transcend SSD230S;39.99;256;0.156;SSD;;2.5;SATA 6.0 Gb/s
1756;TEAMGROUP CX1;31.99;480;0.067;SSD;;2.5;SATA 6.0 Gb/s
1757;Samsung PM893;187.75;960;0.196;SSD;;2.5;SATA 6.0 Gb/s
1758;Lexar Professional NM800PRO w/Heatsink;169.99;2000;0.085;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1759;Transcend 250S;356.09;4000;0.089;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1760;Western Digital Caviar Green;63.44;1000;0.063;5400;32;3.5;SATA 3.0 Gb/s
1761;Sabrent Rocket;;2000;;SSD;;M.2-2242;M.2 PCIe 3.0 X4
1762;Addlink S70;;2000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1763;Addlink S20;64.98;1000;0.065;SSD;;2.5;SATA 6.0 Gb/s
1764;Crucial M500;495;960;0.516;SSD;;2.5;SATA 6.0 Gb/s
1765;Crucial MX300;;525;;SSD;;M.2-2280;M.2 SATA
1766;Seagate SkyHawk;143;6000;0.024;5900;256;3.5;SATA 6.0 Gb/s
1767;Sabrent Rocket Q4;;2000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1768;Toshiba X300 Pro;241.99;10000;0.024;7200;512;3.5;SATA 6.0 Gb/s
1769;Toshiba N300;318.23;12000;0.027;7200;;3.5;SATA 6.0 Gb/s
1770;Seagate BarraCuda;;2000;;7200;64;3.5;SATA 6.0 Gb/s
1771;Samsung 840;;250;;SSD;;2.5;SATA 6.0 Gb/s
1772;Hitachi Travelstar 7K1000;;1000;;7200;32;2.5;SATA 6.0 Gb/s
1773;Seagate Archive;;8000;;5900;128;3.5;SATA 6.0 Gb/s
1774;Samsung 750 EVO;;120;;SSD;;2.5;SATA 6.0 Gb/s
1775;Kingston SSDNow KC400;74.98;128;0.586;SSD;;2.5;SATA 6.0 Gb/s
1776;Western Digital Blue;;500;;SSD;;M.2-2280;M.2 SATA
1777;Kingston A1000;;480;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1778;Inland 2TB NVME PREMIUM;;2000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1779;Seagate FireCuda 120;;4000;;SSD;;2.5;SATA 6.0 Gb/s
1780;Apacer AS340 PANTHER;;480;;SSD;;2.5;SATA 6.0 Gb/s
1781;Western Digital Black SN750 Rev2;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1782;Gigabyte GP-GSM2NE3128GNTD;;128;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1783;Western Digital PC SN740 Opal;;256;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1784;Toshiba MG09 512e;299.99;16000;0.019;7200;512;3.5;SATA 6.0 Gb/s
1785;Timetec 35TTQNM2SATA;62.55;1000;0.063;SSD;;M.2-2280;M.2 SATA
1786;PNY XLR8 CS3040;329.99;2000;0.165;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1787;Lexar NQ100;69;960;0.072;SSD;;2.5;SATA 6.0 Gb/s
1788;Addlink A93 PS5;248.44;4000;0.062;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1789;Silicon Power Slim S55;26.21;240;0.109;SSD;;2.5;SATA 6.0 Gb/s
1790;Patriot Viper VPN110;177.93;2000;0.089;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1791;Addlink S90 Lite;77.44;1000;0.077;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1792;Western Digital WDBMMA0030HNC-NRSN;64.98;3000;0.022;5400;64;3.5;SATA 6.0 Gb/s
1793;ADATA XPG SX8100;499.99;4000;0.125;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1794;Lenovo S4520;400.92;960;0.418;SSD;;3.5;SATA 6.0 Gb/s
1795;Lexar NS100;129.99;2000;0.065;SSD;;2.5;SATA 6.0 Gb/s
1796;Integral M2;;500;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1797;Intel 320;73;40;1.825;SSD;;2.5;SATA 3.0 Gb/s
1798;Sabrent Rocket Q4;249.99;2000;0.125;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1799;Toshiba S300;97.99;2000;0.049;5400;128;3.5;SATA 6.0 Gb/s
1800;Fantom Drives VENOM8;299.95;4000;0.075;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1801;Transcend MTE245S;109.99;1000;0.11;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1802;Western Digital VelociRaptor;235.62;600;0.393;10000;32;3.5;SATA 6.0 Gb/s
1803;Seagate Pipeline HD;;320;;5900;8;3.5;SATA 3.0 Gb/s
1804;Western Digital Green;215;6000;0.036;5400;64;3.5;SATA 6.0 Gb/s
1805;Intel DC S3610;365;800;0.456;SSD;;2.5;SATA 6.0 Gb/s
1806;Western Digital Purple;249.99;8000;0.031;7200;256;3.5;SATA 6.0 Gb/s
1807;TEAMGROUP MP33;;128;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1808;Lexar NM760;;512;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1809;Patriot Viper VP4300 Lite;46.99;500;0.094;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1810;Gigabyte Gen3 2500E;292.98;2000;0.146;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1811;Western Digital RE3;24.99;250;0.1;7200;16;3.5;SATA 3.0 Gb/s
1812;Kingston SSDNow V100;;256;;SSD;;2.5;SATA 3.0 Gb/s
1813;Intel 530;86.17;120;0.718;SSD;;2.5;SATA 6.0 Gb/s
1814;AMD RADEON-R7SSD-120G;;120;;SSD;;2.5;SATA 6.0 Gb/s
1815;Seagate Barracuda ES;58.4;750;0.078;7200;16;3.5;SATA 6.0 Gb/s
1816;Seagate SkyHawk;134.99;4000;0.034;5900;64;3.5;SATA 6.0 Gb/s
1817;Samsung 860 Evo;;2000;;SSD;2048;M.2-2280;M.2 SATA
1818;Gigabyte GP-GSM2NE8128GNTD;;128;;SSD;;M.2-2280;M.2 PCIe 3.0 X2
1819;ADATA XPG GAMMIX S5;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1820;Hitachi HDN724040ALE640;109.33;4000;0.027;7200;;3.5;SATA 6.0 Gb/s
1821;SanDisk X400;;256;;SSD;;M.2-2280;M.2 SATA
1822;Kingston UV500;;1920;;SSD;;2.5;SATA 6.0 Gb/s
1823;Inland Premium;;256;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1824;Corsair MP400;;2000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1825;Seagate IronWolf Pro 125;;3840;;SSD;;2.5;SATA 6.0 Gb/s
1826;Kingston DC1000B;77.45;240;0.323;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1827;KingSpec NE-2280;;256;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1828;KingSpec P3;;256;;SSD;;2.5;SATA 6.0 Gb/s
1829;Seagate SkyHawk Surveillance;;4000;;5000;256;3.5;SATA 6.0 Gb/s
1830;ADATA LEGEND 900;;512;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1831;Transcend SSD230S;171.08;2000;0.086;SSD;;2.5;SATA 6.0 Gb/s
1832;Acer FA200;;2000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1833;Silicon Power Slim S55;26.53;240;0.111;SSD;;2.5;SATA 6.0 Gb/s
1834;Toshiba MQ04ABD200;69.88;2000;0.035;5400;128;2.5;SATA 6.0 Gb/s
1835;Seagate SkyHawk Surveillance +Rescue;72.98;2000;0.036;5400;256;3.5;SATA 6.0 Gb/s
1836;Lexar Professional NM800PRO w/Heatsink;64.98;512;0.127;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1837;Seagate SkyHawk AI;239.99;10000;0.024;7200;256;3.5;SATA 6.0 Gb/s
1838;Toshiba MG04ACA400N;114.98;4000;0.029;7200;128;3.5;SATA 6.0 Gb/s
1839;Western Digital Black2;249.99;1000;0.25;;;2.5;SATA 6.0 Gb/s
1840;Intel SSDMCEAW120A401;60;120;0.5;SSD;;mSATA;mSATA
1841;Transcend TS120GSSD220S;22.58;120;0.188;SSD;;2.5;SATA 6.0 Gb/s
1842;PNY XLR8 CS3040;75;500;0.15;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1843;Western Digital Red;142.99;1000;0.143;5400;16;2.5;SATA 6.0 Gb/s
1844;Intel 750;499;400;1.248;SSD;;PCIe;PCIe x4
1845;Hitachi 0F23663;960;6000;0.16;7200;128;3.5;SATA 6.0 Gb/s
1846;Seagate SkyHawk Surveillance;297.95;10000;0.03;7200;256;3.5;SATA 6.0 Gb/s
1847;Seagate FireCuda 120;;1000;;SSD;;2.5;SATA 6.0 Gb/s
1848;GOODRAM CL100 gen.3;;120;;SSD;;2.5;SATA 6.0 Gb/s
1849;Timetec 35TTQNM2SATA;38.66;512;0.076;SSD;;M.2-2280;M.2 SATA
1850;Western Digital Caviar Blue;161.53;1000;0.162;7200;32;3.5;SATA 3.0 Gb/s
1851;Seagate Barracuda LP;129;1000;0.129;5900;32;3.5;SATA 3.0 Gb/s
1852;Crucial M4;;128;;SSD;;2.5;SATA 6.0 Gb/s
1853;Crucial M4;;256;;SSD;;2.5;SATA 6.0 Gb/s
1854;SanDisk X110;;128;;SSD;;2.5;SATA 6.0 Gb/s
1855;ADATA Premier Pro SP600;;256;;SSD;;2.5;SATA 6.0 Gb/s
1856;Kingston SSDNow E100;;400;;SSD;;2.5;SATA 6.0 Gb/s
1857;Seagate Archive HDD v2;;6000;;5900;128;3.5;SATA 6.0 Gb/s
1858;Toshiba P300;;2000;;7200;64;3.5;SATA 6.0 Gb/s
1859;Hitachi Deskstar NAS;;4000;;7200;128;3.5;SATA 6.0 Gb/s
1860;Inland Professional;;480;;SSD;;2.5;SATA 6.0 Gb/s
1861;ADATA SU800;;2000;;SSD;;2.5;SATA 6.0 Gb/s
1862;Silicon Power A80;;256;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1863;Western Digital SN520;;256;;SSD;;M.2-2280;M.2 PCIe 3.0 X2
1864;TEAMGROUP T-Force Vulcan;;500;;SSD;;2.5;SATA 6.0 Gb/s
1865;Kingston KC2000;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1866;Hitachi Ultrastar;50;1000;0.05;7200;32;3.5;SATA 6.0 Gb/s
1867;Corsair MP500;;960;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1868;Western Digital Green;;480;;SSD;;2.5;SATA 6.0 Gb/s
1869;SK Hynix Gold S31 250;;250;;SSD;;2.5;SATA 6.0 Gb/s
1870;Gigabyte GP-GSM2NE8512GNTD;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X2
1871;Kingston KC2500;;500;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1872;Apacer AS2280Q4;;2000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1873;Patriot Viper VPN110;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1874;Western Digital easystore;;240;;SSD;;2.5;SATA 6.0 Gb/s
1875;ADATA LEGEND 700;;256;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1876;Gigabyte AORUS Gen4 5000E;;2000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1877;Seagate Barracuda PCIe;;1000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1878;Klevv CRAS 910 Lite;;1000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1879;PNY CS2142;75.98;1000;0.076;SSD;;M.2-2230;M.2 PCIe 4.0 X4
1880;Corsair MP600 MINI;89.99;1000;0.09;SSD;;M.2-2230;M.2 PCIe 4.0 X4
1881;Toshiba V300;;1000;;5700;;3.5;SATA 6.0 Gb/s
1882;Intel D3-S4510;439.99;3840;0.115;SSD;;2.5;SATA 6.0 Gb/s
1883;Addlink A95;86.44;1000;0.086;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1884;Toshiba N300;199;8000;0.025;7200;256;3.5;SATA 6.0 Gb/s
1885;TEAMGROUP T-Force Delta Max RGB Lite;48.99;512;0.096;SSD;;2.5;SATA 6.0 Gb/s
1886;Intel 545s;45.58;256;0.178;SSD;;M.2-2280;M.2 SATA
1887;TEAMGROUP GX1;28;120;0.233;SSD;;2.5;SATA 6.0 Gb/s
1888;Western Digital Black SN750 Rev2;74.98;500;0.15;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1889;NEMIX RAM NEMESIS;89.99;1000;0.09;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1890;Toshiba N300 Pro;208.99;8000;0.026;7200;256;3.5;SATA 6.0 Gb/s
1891;Toshiba P300;169;3000;0.056;7200;64;3.5;SATA 6.0 Gb/s
1892;Intel D3-S4510;79;480;0.165;SSD;;2.5;SATA 6.0 Gb/s
1893;Hitachi A7K1000-750;37.56;750;0.05;7200;32;3.5;SATA 3.0 Gb/s
1894;Western Digital RE;;4000;;7200;64;3.5;SATA 6.0 Gb/s
1895;Intel 600p;189;1000;0.189;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1896;Micron 1100;279;2000;0.139;SSD;;2.5;SATA 6.0 Gb/s
1897;Patriot Burst;;960;;SSD;;2.5;SATA 6.0 Gb/s
1898;Seagate Exos X14;245;10000;0.025;7200;256;3.5;SATA 6.0 Gb/s
1899;PNY XLR8 CS3040 w/Heatsink;;500;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1900;Seagate IronWolf NAS;229.99;10000;0.023;7200;;3.5;SATA 6.0 Gb/s
1901;Toshiba L200;56.98;1000;0.057;5400;128;2.5;SATA 6.0 Gb/s
1902;Intel Optane DC P4801X;;100;;SSD;;M.2-22110;M.2 PCIe 3.0 X4
1903;Intel 520;280.4;120;2.337;SSD;;2.5;SATA 6.0 Gb/s
1904;Intel DC P3700;348;800;0.435;SSD;;2.5;U.2
1905;Western Digital Blue;;1000;;SSD;;M.2-2280;M.2 SATA
1906;Seagate SkyHawk AI;425.95;14000;0.03;7200;256;3.5;SATA 6.0 Gb/s
1907;Intenso High Performance;40.47;480;0.084;SSD;;2.5;SATA 6.0 Gb/s
1908;TEAMGROUP T-Force Cardea Zero Z330;;2000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1909;Inland TN325;94.99;1000;0.095;SSD;;M.2-2242;M.2 PCIe 3.0 X4
1910;Hitachi 7K2000;;2000;;7200;32;3.5;SATA 3.0 Gb/s
1911;Seagate Barracuda 7200.12;;500;;7200;16;3.5;SATA 3.0 Gb/s
1912;Samsung 830;;256;;SSD;;2.5;SATA 6.0 Gb/s
1913;Seagate BarraCuda;;3000;;7200;64;3.5;SATA 6.0 Gb/s
1914;Samsung 840;;500;;SSD;;2.5;SATA 6.0 Gb/s
1915;Western Digital Purple;;1000;;5900;64;3.5;SATA 6.0 Gb/s
1916;Kingston Predator;;480;;SSD;;M.2-2280;M.2 PCIe 2.0 X4
1917;Crucial BX200;;240;;SSD;;2.5;SATA 6.0 Gb/s
1918;Kingston SSDNow UV400;;960;;SSD;;2.5;SATA 6.0 Gb/s
1919;OCZ RD400A;;1000;;SSD;;PCIe;PCIe x4
1920;Crucial MX300;;1050;;SSD;;M.2-2280;M.2 SATA
1921;Corsair Force LE;;120;;SSD;;2.5;SATA 6.0 Gb/s
1922;Drevo X1;;240;;SSD;;2.5;SATA 6.0 Gb/s
1923;Toshiba XG5;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1924;Intel 660p;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1925;Intel 665p;;2000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1926;Integral M;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1927;Silicon Power A58;;2000;;SSD;;2.5;SATA 6.0 Gb/s
1928;ADATA ATOM 50;;1000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1929;TEAMGROUP MP34Q;;8000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1930;Klevv CRAS C700 RGB;;480;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1931;Toshiba N300 Pro;308.99;16000;0.019;7200;512;3.5;SATA 6.0 Gb/s
1932;Toshiba XG6;;256;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1933;Lexar NM700;;1000;;SSD;;2.5;SATA 6.0 Gb/s
1934;Hitachi Ultrastar DC HC530;;14000;;7200;256;3.5;SATA 6.0 Gb/s
1935;Nextorage NEM-PA;;8000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1936;Addlink A93 PS5;124.44;2000;0.062;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1937;Toshiba X300 Pro;148.99;6000;0.025;7200;256;3.5;SATA 6.0 Gb/s
1938;Toshiba S300 Pro;139.99;6000;0.023;7200;256;3.5;SATA 6.0 Gb/s
1939;Seagate SkyHawk AI;183.13;8000;0.023;7200;256;3.5;SATA 6.0 Gb/s
1940;Addlink S93;248.44;4000;0.062;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1941;Toshiba N300;356.44;12000;0.03;7200;256;3.5;SATA 6.0 Gb/s
1942;Addlink S20;37.44;512;0.073;SSD;;2.5;SATA 6.0 Gb/s
1943;Seagate IronWolf 525;207.22;1000;0.207;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1944;VisionTek mSATA;120.09;480;0.25;SSD;;mSATA;mSATA
1945;Lexar NM500;;256;;SSD;;M.2-2280;M.2 PCIe 3.0 X2
1946;Seagate Exos X18;357.97;12000;0.03;7200;512;3.5;SATA 6.0 Gb/s
1947;Seagate IronWolf Pro;222.11;10000;0.022;7200;256;3.5;SATA 6.0 Gb/s
1948;Integral M;;128;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1949;Hitachi Deskstar 7K2000;;2000;;7200;32;3.5;SATA 3.0 Gb/s
1950;Toshiba P300;153.83;6000;0.026;5400;128;3.5;SATA 6.0 Gb/s
1951;Western Digital SanDisk Extreme;;500;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1952;Apacer AS350 PANTHER;;128;;SSD;;2.5;SATA 6.0 Gb/s
1953;Patriot Viper VPN110;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1954;Western Digital AV-GP;49;1500;0.033;5400;32;3.5;SATA 3.0 Gb/s
1955;Western Digital Caviar Black;120;1500;0.08;7200;64;3.5;SATA 3.0 Gb/s
1956;Gigabyte AORUS RGB;;256;;SSD;512;M.2-2280;M.2 PCIe 3.0 X4
1957;Intel DC S3520;317;150;2.113;SSD;;M.2-2280;M.2 SATA
1958;Western Digital Red Plus;;4000;;5400;64;3.5;SATA 6.0 Gb/s
1959;Western Digital VelociRaptor;98;600;0.163;10000;32;2.5;SATA 6.0 Gb/s
1960;Western Digital Caviar Black;;640;;7200;32;3.5;SATA 3.0 Gb/s
1961;Western Digital WD1001FALS;;500;;7200;32;3.5;SATA 3.0 Gb/s
1962;Western Digital Scorpio Blue;;500;;5400;8;2.5;SATA 3.0 Gb/s
1963;Transcend Transcend SLC;;16;;SSD;;2.5;SATA 1.5 Gb/s
1964;Crucial M4;;64;;SSD;;2.5;SATA 6.0 Gb/s
1965;Kingston HyperX 3K;;240;;SSD;;2.5;SATA 6.0 Gb/s
1966;Toshiba MK7559GSXP;62.5;750;0.083;5400;8;2.5;SATA 3.0 Gb/s
1967;Hitachi 0F14689;;3000;;7200;64;3.5;SATA 6.0 Gb/s
1968;Seagate STCL2000400;;2000;;;64;3.5;SATA 6.0 Gb/s
1969;Western Digital Red Pro;189.45;4000;0.047;7200;64;3.5;SATA 6.0 Gb/s
1970;Seagate ST5000DM000;;5000;;5900;128;3.5;SATA 6.0 Gb/s
1971;Mushkin Reactor;;1000;;SSD;;2.5;SATA 6.0 Gb/s
1972;Samsung MZVPV128HDGM-00000;;128;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1973;Silicon Power Silm S55;36.69;480;0.076;SSD;;2.5;SATA 6.0 Gb/s
1974;Toshiba XG3;149.99;512;0.293;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1975;Toshiba MD04ACA400;129.99;4000;0.032;7200;64;3.5;SATA 6.0 Gb/s
1976;Intel 760p;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1977;Hitachi 0F29530;;12000;;7200;256;3.5;SAS 12.0 Gb/s
1978;Micron 1100;;512;;SSD;;2.5;SATA 6.0 Gb/s
1979;Kingston UV500B;;480;;SSD;;2.5;SATA 6.0 Gb/s
1980;HP S600;;120;;SSD;;2.5;SATA 6.0 Gb/s
1981;ADATA XPG SX6000;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1982;Intel Optane 905P;;1500;;SSD;;2.5;U.2
1983;TCSunBow X3;;1000;;SSD;;2.5;SATA 6.0 Gb/s
1984;HP EX950;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1985;Toshiba MQ01ABF050M;;500;;5400;8;2.5;SATA 6.0 Gb/s
1986;Samsung PM883;94.95;480;0.198;SSD;;2.5;SATA 6.0 Gb/s
1987;Western Digital Purple;303.89;14000;0.022;7200;512;3.5;SATA 6.0 Gb/s
1988;Seagate FireCuda Compute;;2000;;;;2.5;SATA 6.0 Gb/s
1989;Western Digital Blue SN550;249.99;2000;0.125;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1990;Kingston Q500;319;1920;0.166;SSD;;2.5;SATA 6.0 Gb/s
1991;Seagate FireCuda 510;199.99;500;0.4;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1992;MSI SPATIUM M390;;2000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
1993;Silicon Power UD90;;250;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1994;Western Digital SN530;;256;;SSD;;M.2-2242;M.2 PCIe 3.0 X4
1995;GOODRAM IRDM PRO SLIM;;2000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
1996;PNY CS3150 RGB;;2000;;SSD;;M.2-2280;M.2 PCIe 5.0 X4
1997;TEAMGROUP MP44S;77.98;1000;0.078;SSD;;M.2-2230;M.2 PCIe 4.0 X4
1998;Western Digital WDBMYH0010BNC-NRSN;33.99;1000;0.034;5400;8;2.5;SATA 3.0 Gb/s
1999;Kingston SSDNow V+;;64;;SSD;;2.5;SATA 3.0 Gb/s
2000;Sabrent Rocket Q4;219.99;2000;0.11;SSD;;M.2-2230;M.2 PCIe 4.0 X4
2001;Mushkin Gamma;315.99;4000;0.079;SSD;;M.2-2280;M.2 PCIe 4.0 X4
2002;Seagate IronWolf 125;403.39;2000;0.202;SSD;;2.5;SATA 6.0 Gb/s
2003;Mushkin ELEMENT;41.49;512;0.081;SSD;;2.5;SATA 6.0 Gb/s
2004;TEAMGROUP T-FORCE Z44A7;;4000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
2005;Transcend MTS600;34.99;32;1.093;SSD;;M.2-2260;M.2 SATA
2006;Western Digital Red Plus;72.99;2000;0.036;5400;128;3.5;SATA 6.0 Gb/s
2007;Addlink S95;139.44;2000;0.07;SSD;;M.2-2280;M.2 PCIe 4.0 X4
2008;Inland TN325;52.99;512;0.103;SSD;;M.2-2242;M.2 PCIe 3.0 X4
2009;FanXiang S900;179.99;1000;0.18;SSD;;M.2-2280;M.2 PCIe 5.0 X4
2010;Western Digital Black;323.26;4000;0.081;7200;64;3.5;SATA 6.0 Gb/s
2011;Seagate FireCuda;281.27;2000;0.141;SSD;;M.2-2280;M.2 PCIe 3.0 X4
2012;Silicon Power P34A80;;2000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
2013;Seagate Exos 7E10 512n;127.35;4000;0.032;7200;256;3.5;SATA 6.0 Gb/s
